4046	@@14767805	We also know that they can benefit by receiving counseling from someone who can help them understand that their feelings are normal and that their situation is not hopeless ; someone who can help them put their situation in perspective and help them communicate with others who could provide support ; someone knowledgeable about resources they can access ; someone who can help them plan for their needs and the needs of their child by developing either a parenting plan or an adoption plan .	hopeless	us	201	236	ihre Situation ins Blickfeld rücken	Authority_voice	2
4046	@@14767805	We also know that they can benefit by receiving counseling from someone who can help them understand that their feelings are normal and that their situation is not hopeless ; someone who can help them put their situation in perspective and help them communicate with others who could provide support ; someone knowledgeable about resources they can access ; someone who can help them plan for their needs and the needs of their child by developing either a parenting plan or an adoption plan .	hopeless	us	240	274	ihnen helfen, mit anderen zu kommunizieren	Unbalanced_power_relations	2
4046	@@14767805	We also know that they can benefit by receiving counseling from someone who can help them understand that their feelings are normal and that their situation is not hopeless ; someone who can help them put their situation in perspective and help them communicate with others who could provide support ; someone knowledgeable about resources they can access ; someone who can help them plan for their needs and the needs of their child by developing either a parenting plan or an adoption plan .	hopeless	us	274	300	Wer könnte Unterstützung leisten?	Unbalanced_power_relations	1
4046	@@14767805	We also know that they can benefit by receiving counseling from someone who can help them understand that their feelings are normal and that their situation is not hopeless ; someone who can help them put their situation in perspective and help them communicate with others who could provide support ; someone knowledgeable about resources they can access ; someone who can help them plan for their needs and the needs of their child by developing either a parenting plan or an adoption plan .	hopeless	us	384	434	Plan für ihre Bedürfnisse und die Bedürfnisse ihres Kindes	Authority_voice	2
4046	@@14767805	We also know that they can benefit by receiving counseling from someone who can help them understand that their feelings are normal and that their situation is not hopeless ; someone who can help them put their situation in perspective and help them communicate with others who could provide support ; someone knowledgeable about resources they can access ; someone who can help them plan for their needs and the needs of their child by developing either a parenting plan or an adoption plan .	hopeless	us	0	35	Wir wissen auch, dass sie davon profitieren können.	Unbalanced_power_relations	1
4046	@@14767805	We also know that they can benefit by receiving counseling from someone who can help them understand that their feelings are normal and that their situation is not hopeless ; someone who can help them put their situation in perspective and help them communicate with others who could provide support ; someone knowledgeable about resources they can access ; someone who can help them plan for their needs and the needs of their child by developing either a parenting plan or an adoption plan .	hopeless	us	302	356	jemand, der über Ressourcen, auf die sie zugreifen können, Bescheid weiß	Unbalanced_power_relations	1
1279	@@7896098	Pope Francis washed and kissed the feet of Muslim , Orthodox , Hindu and Catholic refugees in a moving ceremony during Holy Thursday Mass at a refugee centre on the outskirts of Rome . ( March 24 )	refugee	ng	13	158	gewaschen und geküsst die Füße von muslimischen, orthodoxen, hinduistischen und katholischen Flüchtlingen in einer bewegenden Zeremonie während der Gründonnerstag Messe in einem Flüchtlingszentrum	Shallow_solution	2
8330	@@17252299	Many refugees do n't want to be resettled anywhere , let alone in the US .	refugee	ng	0	73	Viele Flüchtlinge wollen nirgendwo umgesiedelt werden, geschweige denn in den USA	Presupposition	2
4063	@@3002894	"Budding chefs , like "" Fred "" , "" Winston "" and "" Angela "" in the kitchen are either homeless or recently re-housed - and desperately in need of a helping hand to enable them to re-build their shattered lives ."	in-need	ie	122	160	verzweifelt eine helfende Hand brauchen	Compassion	2
4063	@@3002894	"Budding chefs , like "" Fred "" , "" Winston "" and "" Angela "" in the kitchen are either homeless or recently re-housed - and desperately in need of a helping hand to enable them to re-build their shattered lives ."	in-need	ie	145	160	eine helfende Hand	Metaphors	1
4063	@@3002894	"Budding chefs , like "" Fred "" , "" Winston "" and "" Angela "" in the kitchen are either homeless or recently re-housed - and desperately in need of a helping hand to enable them to re-build their shattered lives ."	in-need	ie	145	209	eine helfende Hand, damit sie ihr zerstörtes Leben wieder aufbauen können	Unbalanced_power_relations	1
4063	@@3002894	"Budding chefs , like "" Fred "" , "" Winston "" and "" Angela "" in the kitchen are either homeless or recently re-housed - and desperately in need of a helping hand to enable them to re-build their shattered lives ."	in-need	ie	163	209	sie in die Lage versetzen, ihr zerstörtes Leben wieder aufzubauen	Compassion	2
4063	@@3002894	"Budding chefs , like "" Fred "" , "" Winston "" and "" Angela "" in the kitchen are either homeless or recently re-housed - and desperately in need of a helping hand to enable them to re-build their shattered lives ."	in-need	ie	178	209	Ihr zerstörtes Leben neu aufbauen	Metaphors	1
4063	@@3002894	"Budding chefs , like "" Fred "" , "" Winston "" and "" Angela "" in the kitchen are either homeless or recently re-housed - and desperately in need of a helping hand to enable them to re-build their shattered lives ."	in-need	ie	122	209	dringend eine helfende Hand benötigen, damit sie ihr zerstörtes Leben wieder aufbauen können	Authority_voice	1
4089	@@25597822	"In a 90-degree view of his constituency , one can see a high rise and a flyover while underneath it , homeless people sleep on pavements . "" As you can see , my constituency is not confined to one socio-economic group , "" he said , adding that apart from water , another major concern for him is to improve the standard of public schools in the area ."	homeless	pk	42	137	man kann einen hohen Aufstieg und einen Überflug sehen, während darunter, obdachlose Menschen auf Gehwegen schlafen	Unbalanced_power_relations	2
4089	@@25597822	"In a 90-degree view of his constituency , one can see a high rise and a flyover while underneath it , homeless people sleep on pavements . "" As you can see , my constituency is not confined to one socio-economic group , "" he said , adding that apart from water , another major concern for him is to improve the standard of public schools in the area ."	homeless	pk	141	218	Wie Sie sehen können, ist mein Wahlkreis nicht auf eine sozioökonomische Gruppe beschränkt.	Unbalanced_power_relations	1
432	@@15802146	He depicts demonstrations by refugees at the border post , their catastrophic living conditions and the desperate attempt of several hundred to cross a river a few kilometres from the camp to get into Macedonia on 14 March 2016 .	refugee	nz	59	96	ihre katastrophalen Lebensbedingungen	Compassion	2
432	@@15802146	He depicts demonstrations by refugees at the border post , their catastrophic living conditions and the desperate attempt of several hundred to cross a river a few kilometres from the camp to get into Macedonia on 14 March 2016 .	refugee	nz	100	122	der verzweifelte Versuch	Compassion	2
4177	@@930041	The Word of God is truth that 's living and able to penetrate human souls ( Heb. 4:12 ) . Consider how powerful Scripture is : it can change hearts , save lives from eternal condemnation , and give hope to the hopeless .	hopeless	us	193	219	den Hoffnungslosen Hoffnung geben	Unbalanced_power_relations	2
4177	@@930041	The Word of God is truth that 's living and able to penetrate human souls ( Heb. 4:12 ) . Consider how powerful Scripture is : it can change hearts , save lives from eternal condemnation , and give hope to the hopeless .	hopeless	us	193	219	den Hoffnungslosen Hoffnung geben	Compassion	1
3963	@@18867357	Chantelle Owens , Mrs Planet 2016 , hosted the day and the ladies had the chance to share their compassion for those in need .	in-need	za	55	125	die Damen hatten die Chance, ihr Mitgefühl für die Bedürftigen zu teilen	Unbalanced_power_relations	2
3963	@@18867357	Chantelle Owens , Mrs Planet 2016 , hosted the day and the ladies had the chance to share their compassion for those in need .	in-need	za	81	125	um ihr Mitgefühl für Bedürftige zu teilen	Shallow_solution	2
3963	@@18867357	Chantelle Owens , Mrs Planet 2016 , hosted the day and the ladies had the chance to share their compassion for those in need .	in-need	za	90	125	ihr Mitgefühl für die Bedürftigen	Compassion	1
