4046	@@14767805	We also know that they can benefit by receiving counseling from someone who can help them understand that their feelings are normal and that their situation is not hopeless ; someone who can help them put their situation in perspective and help them communicate with others who could provide support ; someone knowledgeable about resources they can access ; someone who can help them plan for their needs and the needs of their child by developing either a parenting plan or an adoption plan .	hopeless	us	201	236	mettre leur situation en perspective	Authority_voice	2
4046	@@14767805	We also know that they can benefit by receiving counseling from someone who can help them understand that their feelings are normal and that their situation is not hopeless ; someone who can help them put their situation in perspective and help them communicate with others who could provide support ; someone knowledgeable about resources they can access ; someone who can help them plan for their needs and the needs of their child by developing either a parenting plan or an adoption plan .	hopeless	us	240	274	les aider à communiquer avec les autres	Unbalanced_power_relations	2
4046	@@14767805	We also know that they can benefit by receiving counseling from someone who can help them understand that their feelings are normal and that their situation is not hopeless ; someone who can help them put their situation in perspective and help them communicate with others who could provide support ; someone knowledgeable about resources they can access ; someone who can help them plan for their needs and the needs of their child by developing either a parenting plan or an adoption plan .	hopeless	us	274	300	qui pourraient fournir un soutien	Unbalanced_power_relations	1
4046	@@14767805	We also know that they can benefit by receiving counseling from someone who can help them understand that their feelings are normal and that their situation is not hopeless ; someone who can help them put their situation in perspective and help them communicate with others who could provide support ; someone knowledgeable about resources they can access ; someone who can help them plan for their needs and the needs of their child by developing either a parenting plan or an adoption plan .	hopeless	us	384	434	planifier leurs besoins et ceux de leur enfant;	Authority_voice	2
4046	@@14767805	We also know that they can benefit by receiving counseling from someone who can help them understand that their feelings are normal and that their situation is not hopeless ; someone who can help them put their situation in perspective and help them communicate with others who could provide support ; someone knowledgeable about resources they can access ; someone who can help them plan for their needs and the needs of their child by developing either a parenting plan or an adoption plan .	hopeless	us	0	35	Nous savons aussi qu'ils peuvent bénéficier	Unbalanced_power_relations	1
4046	@@14767805	We also know that they can benefit by receiving counseling from someone who can help them understand that their feelings are normal and that their situation is not hopeless ; someone who can help them put their situation in perspective and help them communicate with others who could provide support ; someone knowledgeable about resources they can access ; someone who can help them plan for their needs and the needs of their child by developing either a parenting plan or an adoption plan .	hopeless	us	302	356	quelqu'un qui connaît bien les ressources auxquelles il peut avoir accès	Unbalanced_power_relations	1
1279	@@7896098	Pope Francis washed and kissed the feet of Muslim , Orthodox , Hindu and Catholic refugees in a moving ceremony during Holy Thursday Mass at a refugee centre on the outskirts of Rome . ( March 24 )	refugee	ng	13	158	Lavés et embrassés les pieds de réfugiés musulmans, orthodoxes, hindous et catholiques lors d'une cérémonie émouvante lors de la messe du jeudi dans un centre de réfugiés	Shallow_solution	2
8330	@@17252299	Many refugees do n't want to be resettled anywhere , let alone in the US .	refugee	ng	0	73	Beaucoup de réfugiés ne veulent pas être réinstallés n'importe où, encore moins aux États-Unis	Presupposition	2
4063	@@3002894	"Budding chefs , like "" Fred "" , "" Winston "" and "" Angela "" in the kitchen are either homeless or recently re-housed - and desperately in need of a helping hand to enable them to re-build their shattered lives ."	in-need	ie	122	160	Il a désespérément besoin d'une main d'aide	Compassion	2
4063	@@3002894	"Budding chefs , like "" Fred "" , "" Winston "" and "" Angela "" in the kitchen are either homeless or recently re-housed - and desperately in need of a helping hand to enable them to re-build their shattered lives ."	in-need	ie	145	160	une main d'assistance	Metaphors	1
